recipe_id,name,meal_type,minutes,n_steps,n_ingredients,calories,protein,carbs,fat,sugar,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,is_low_carb,is_healthy
24859,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
144248,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
447837,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
357355,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
361513,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
185718,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
374383,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
176270,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
255492,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
254716,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
489966,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
69718,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
421718,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
454387,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
226255,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
336006,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
217155,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
111835,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
432743,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
483331,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
347216,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
125442,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
337493,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
47843,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
369981,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
118990,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
83672,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
432798,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
270729,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
385779,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
127739,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
28163,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
380401,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
283077,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
501762,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
71008,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
428573,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
56331,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
441336,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
122796,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
113827,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
11072,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
110644,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
403205,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
103294,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
133364,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
173555,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
218857,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
53548,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
43520,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
356161,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
24657,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
44249,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
320773,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
145358,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
242613,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
178242,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
243690,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
397208,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
34452,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
138972,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
106850,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
397602,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
277590,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
224714,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
181205,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
91207,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
135684,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
272119,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
22672,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
232482,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
107396,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
2788,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
276984,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
145445,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
61255,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
7995,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
102702,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
55113,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
338078,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
147942,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
159532,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
245944,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
250687,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
295129,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
443973,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
206065,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
72661,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
391030,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
389982,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
407974,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
243295,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
226718,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
22033,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
224464,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
161558,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
93378,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
60073,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
207583,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
160053,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
81518,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
233755,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
55510,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
195487,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
193332,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
142997,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
178419,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
285903,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
15935,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
308927,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
26306,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
212286,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
104000,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
131823,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
453591,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
453097,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
280890,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
73246,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
121001,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
409846,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
102321,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
40475,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
103313,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
295535,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
458970,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
244864,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
184540,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
19426,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
39231,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
133315,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
106253,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
132870,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
121511,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
245795,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
69942,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
349629,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
255978,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
391963,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
485790,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
190101,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
67362,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
2674,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
326620,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
161499,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
434495,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
214165,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
175015,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
340733,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
157523,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
316209,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
197753,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
13804,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
139116,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
348825,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
161740,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
395906,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
174128,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
373097,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
197298,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
51140,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
379050,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
60022,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
59815,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
20232,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
71787,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
398323,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
194460,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
85612,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
355625,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
516217,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
275790,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
48604,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
102462,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
265446,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
196692,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
41592,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
388831,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
178603,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
239735,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
72608,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
160170,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
139811,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
457820,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
217558,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
377848,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
81098,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
285790,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
236107,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
392150,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
174761,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
147684,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
68459,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
351089,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
116345,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
297043,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
39063,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
327479,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
255904,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
153483,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
369606,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
458743,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
30158,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
210264,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
150102,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
265828,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
140352,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
27507,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
190032,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
121490,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
36231,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
149383,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
362814,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
68756,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
437126,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
129827,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
365510,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
7201,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
4753,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
100015,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
309423,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
413361,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
83167,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
305478,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
122327,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
385235,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
46958,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
237319,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
325185,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
62476,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
495174,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
354257,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
185012,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
226732,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
337325,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
90868,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
221786,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
38396,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
249007,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
271723,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
231246,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
249831,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
207216,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
250732,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
256603,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
466156,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
269945,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
226419,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
345486,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
352155,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
192357,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
93457,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
84669,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
304751,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
247750,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
44926,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
94174,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
41246,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
190204,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
343603,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
505791,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
172423,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
228683,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
57122,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
63693,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
280037,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
183209,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
161000,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
164299,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
366486,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
47083,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
135024,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
60993,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
47415,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
228798,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
153449,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
86302,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
177793,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
126585,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
14555,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
276624,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
77937,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
189239,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
181559,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
410947,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
41036,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
194536,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
61791,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
482681,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
117700,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
150804,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
82296,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
193693,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
47180,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
109310,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
216746,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
45281,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
117849,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
117876,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
47499,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
358169,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
283474,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
402331,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
245163,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
139608,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
475165,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
61743,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
161498,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
116238,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
90634,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
442203,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
158959,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
86495,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
224937,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
285920,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
361701,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
236944,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
202540,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
448846,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
82888,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
232940,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
303144,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
113914,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
301285,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
43730,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
400624,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
294574,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
176,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
144819,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
313632,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
190592,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
24613,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
